name,lon,lat
2268201048.0,-8.6207986,41.1443541
2268201056.0,-8.6208344,41.1446235
2293432417.0,-8.5999212,41.1426491
2268201061.0,-8.6208259,41.144445
2268201064.0,-8.6208576,41.1442114
2208891042.0,-8.6070494,41.1459887
2208891059.0,-8.6071094,41.1461494
1554874570.0,-8.6074486,41.1441677
2208891083.0,-8.6074139,41.1454385
128680158.0,-8.617693,41.1463677
2208891134.0,-8.607024,41.1447631
4604821831.0,-8.6019841,41.1427087
4604821832.0,-8.6017334,41.1425698
501252472.0,-8.6092494,41.15581
501252476.0,-8.608839,41.155708
501252500.0,-8.6084236,41.1555352
501252536.0,-8.607678,41.155668
1887601114.0,-8.6062453,41.1552532
4608623070.0,-8.6032205,41.1454323
1887601133.0,-8.6060346,41.155816
1887601134.0,-8.6054379,41.153538
501252596.0,-8.6083452,41.155921
1684865532.0,-8.6225269,41.1446383
501252606.0,-8.6088248,41.1560266
1684865542.0,-8.6206422,41.1473629
501252622.0,-8.60873,41.156254
2273280610.0,-8.6180644,41.1472052
474677911.0,-8.6142468,41.1575429
474677919.0,-8.6137372,41.15688
474677934.0,-8.6130665,41.1566312
2213380800.0,-8.6164894,41.1444423
1676280555.0,-8.6112234,41.1494158
2269315823.0,-8.6219047,41.1445264
2269315826.0,-8.6220859,41.1444528
1676280584.0,-8.6099174,41.1507614
2364998422.0,-8.6113343,41.1499899
2053571360.0,-8.600005,41.1516924
2053571362.0,-8.5992234,41.1521085
137888646.0,-8.6052609,41.1433419
3563651996.0,-8.600525,41.1508026
3563651997.0,-8.6004815,41.150795
3563651998.0,-8.600191,41.1507577
3563651993.0,-8.6006356,41.1505522
2478900152.0,-8.6196676,41.141534
2478900160.0,-8.6202318,41.1424899
2478900174.0,-8.6196327,41.1416269
2478900184.0,-8.6205259,41.1422036
2383414242.0,-8.6162604,41.1488617
2383414260.0,-8.6161958,41.1487349
2937881611.0,-8.6068336,41.1515061
2383414313.0,-8.615793,41.1482424
2352579647.0,-8.6064014,41.1483116
2352579657.0,-8.6062874,41.1482752
2352579674.0,-8.6063151,41.148274
2352579678.0,-8.6063755,41.1482942
2213218016.0,-8.6183486,41.1431616
6591874889.0,-8.6091741,41.1437332
6591874893.0,-8.6093076,41.1432189
2053572447.0,-8.5991136,41.1525038
2375419752.0,-8.6060337,41.1497915
2257651621.0,-8.6211951,41.1440057
2213447626.0,-8.616863,41.1448501
2211383251.0,-8.6159468,41.1433181
475564016.0,-8.6190967,41.1419378
974882842.0,-8.6157974,41.152686
974882854.0,-8.6169171,41.1525907
6537250868.0,-8.6172601,41.1449912
6537250869.0,-8.6174471,41.1449606
6640306230.0,-8.6135871,41.1459874
6537250871.0,-8.6178184,41.1465116
6640306233.0,-8.6124093,41.145677
6537250872.0,-8.6177315,41.1465261
6537250873.0,-8.6176465,41.1465401
2214758550.0,-8.6135664,41.1458156
2214758555.0,-8.6154863,41.1455162
2214758559.0,-8.6133804,41.1458802
4608887036.0,-8.601272,41.14452
4608887037.0,-8.6011753,41.1443138
4608887038.0,-8.6012009,41.1444214
4608887039.0,-8.6012025,41.144502
4608887040.0,-8.6011822,41.1444239
4608887042.0,-8.6012257,41.1445275
2934475018.0,-8.6090043,41.1509172
2976647543.0,-8.6054288,41.1509127
3457190272.0,-8.6147043,41.1428346
5327096246.0,-8.6057545,41.1498617
3694660030.0,-8.6069947,41.1520311
5327096257.0,-8.6058067,41.1497183
5327096253.0,-8.6058713,41.1497511
5673028053.0,-8.6201337,41.1477301
2257717729.0,-8.6213466,41.1435637
2257717760.0,-8.6210327,41.1433648
2207582729.0,-8.6169073,41.141155
2365622793.0,-8.6098918,41.1499855
2365622809.0,-8.6099339,41.1502677
6545541668.0,-8.61252,41.1439686
6545541669.0,-8.6124069,41.1438683
6545541675.0,-8.6124246,41.143885
2207418932.0,-8.6146391,41.1410216
6545541744.0,-8.6110473,41.145688
6545541745.0,-8.6110394,41.1456999
6545541747.0,-8.6109734,41.1456722
111479507.0,-8.6164684,41.1404984
111479509.0,-8.6161892,41.14049
4925459192.0,-8.6108674,41.14385
4925459193.0,-8.6106485,41.1442404
2053573404.0,-8.5990823,41.1530352
2904525627.0,-8.6100538,41.1517963
475073406.0,-8.6177366,41.1571931
1278184335.0,-8.6063779,41.149924
475073423.0,-8.6175832,41.1571459
475073428.0,-8.6160759,41.1567234
1278184346.0,-8.6094872,41.1491375
1278184350.0,-8.6070875,41.1485299
4529130474.0,-8.6122012,41.1459202
4529130475.0,-8.61229,41.1459112
4529130485.0,-8.61535,41.1427072
4529130486.0,-8.6153053,41.1427101
4529130487.0,-8.6152063,41.142712
2086439968.0,-8.6144969,41.1458731
2086439969.0,-8.6144557,41.1458843
2086439970.0,-8.6145291,41.1459462
6571265130.0,-8.6107134,41.1423884
6571265131.0,-8.6106374,41.1423716
6571265165.0,-8.6106608,41.145583
6571265182.0,-8.610605,41.1433694
2466286885.0,-8.6110491,41.1430861
2940931372.0,-8.6068184,41.1522933
2086440304.0,-8.6141722,41.1459615
2256047593.0,-8.6188265,41.1416912
2356350474.0,-8.6142603,41.1424722
2356350502.0,-8.6140174,41.1424932
2896727653.0,-8.610089,41.1519499
3698101866.0,-8.6039968,41.1483147
3698101867.0,-8.6037721,41.1483539
5284368066.0,-8.6060983,41.1535462
5284368067.0,-8.6061011,41.1534645
5284368076.0,-8.6119105,41.1552348
2218430228.0,-8.6070947,41.1438068
2218430236.0,-8.6070431,41.1438989
2218430244.0,-8.6071202,41.1437614
2218430250.0,-8.6069754,41.1439628
2218430251.0,-8.6070197,41.1439406
2218430261.0,-8.607069,41.1438526
2383318843.0,-8.6172099,41.1472441
2383318850.0,-8.6172195,41.1472972
2383318851.0,-8.6171371,41.1482789
2383318859.0,-8.6174294,41.1486536
2383318861.0,-8.6172963,41.147762
2383318871.0,-8.6173192,41.147889
2383318877.0,-8.617337,41.1479932
3690631033.0,-8.6060744,41.1518292
3690631035.0,-8.6061881,41.1518636
2213482387.0,-8.6155773,41.1453455
2213482399.0,-8.6146827,41.1456082
2367000478.0,-8.607835,41.1486873
7138316199.0,-8.6096561,41.1407371
138252202.0,-8.6001177,41.1569212
7138316205.0,-8.6100358,41.1406621
7138316208.0,-8.6097902,41.1407117
7138316204.0,-8.6098299,41.1407039
2213482422.0,-8.6137905,41.1458138
2213482428.0,-8.6147095,41.1456678
3897692178.0,-8.6179097,41.1567573
4529131591.0,-8.61452,41.1417095
4529131593.0,-8.6146518,41.1416497
4529131594.0,-8.6153983,41.1416878
4529131595.0,-8.6153982,41.141645
4529131597.0,-8.615312,41.1417127
4529131596.0,-8.6153995,41.1416019
4529131598.0,-8.61519,41.1417116
4529131599.0,-8.6153573,41.1415638
4529131600.0,-8.6153141,41.1415628
4529131601.0,-8.6152674,41.1415635
138252374.0,-8.5990585,41.1568221
4529131602.0,-8.6151906,41.1416599
4529131608.0,-8.6153171,41.1409048
4529131607.0,-8.615356,41.1408931
4529131610.0,-8.6154135,41.1407472
4529131612.0,-8.6166557,41.1416682
4529131609.0,-8.6154343,41.140789
4529131611.0,-8.616656,41.1416258
2206208148.0,-8.611389,41.1439998
2466943132.0,-8.608975,41.1427106
2268205236.0,-8.6206429,41.1442644
2246086926.0,-8.6123577,41.1481119
2246086928.0,-8.61215,41.1482505
2273284449.0,-8.6201871,41.1459546
2255786343.0,-8.6177987,41.1411886
3695776123.0,-8.6062191,41.1509753
5476716943.0,-8.6096905,41.1466895
5476716945.0,-8.6068342,41.1469494
1419645372.0,-8.6205918,41.1548093
1419645377.0,-8.6198349,41.1550252
1419645378.0,-8.6195651,41.1553223
111481288.0,-8.613438,41.1414248
138220017.0,-8.6140966,41.1462121
138220019.0,-8.6147029,41.1465853
3688665649.0,-8.6032353,41.1495226
3385332308.0,-8.5990934,41.1416731
6550884952.0,-8.6123445,41.1438084
5054992986.0,-8.6120732,41.1536293
6550884953.0,-8.6122826,41.1437493
3385332316.0,-8.5999558,41.142616
6550884964.0,-8.6090628,41.1479013
6550884965.0,-8.6092779,41.1475265
138220134.0,-8.6137484,41.1476349
3385332336.0,-8.5999778,41.1434045
3385332338.0,-8.6004535,41.1439043
4199223989.0,-8.6145347,41.1411584
2300973756.0,-8.6018039,41.1433407
111481561.0,-8.6145205,41.1416486
4612022468.0,-8.6213016,41.1557722
4529953494.0,-8.6039407,41.1477338
2216334119.0,-8.6042084,41.142629
2216334178.0,-8.6046012,41.1423604
475796332.0,-8.6142852,41.1454394
475796338.0,-8.6142256,41.1450543
2218529670.0,-8.602358,41.1431823
2978059158.0,-8.6046971,41.1495851
3098121112.0,-8.6177892,41.1471934
2978059162.0,-8.6046665,41.1495784
2978059161.0,-8.604716,41.1495396
3098121116.0,-8.6178189,41.1463534
2978059160.0,-8.6046848,41.1495324
2218529690.0,-8.6021206,41.1432752
3098121120.0,-8.6178641,41.1470856
5576758241.0,-8.6031212,41.1542775
5576758242.0,-8.6032467,41.1543047
5576758243.0,-8.6031777,41.1544863
5576758244.0,-8.6037294,41.15379
5576758247.0,-8.6035668,41.1541684
4529953538.0,-8.6067582,41.1470144
5576758257.0,-8.6040864,41.1543922
111481848.0,-8.6153136,41.1416589
4529953544.0,-8.6103268,41.1462845
2204210203.0,-8.6095144,41.144901
2204210205.0,-8.6099753,41.143965
2204210208.0,-8.6091116,41.1427556
2204210210.0,-8.6100473,41.1415418
2375816260.0,-8.6094468,41.1502118
4529953561.0,-8.6133713,41.145844
4529953562.0,-8.6139849,41.1460257
4529953563.0,-8.6139735,41.1460059
2204210289.0,-8.6097499,41.1424442
4529953567.0,-8.6141699,41.1460953
2204210316.0,-8.6077726,41.1442919
2204210341.0,-8.6101815,41.1424494
5336503462.0,-8.6164191,41.1569338
5336503464.0,-8.6173054,41.1571833
5336503466.0,-8.6162671,41.1569818
2209977684.0,-8.6157824,41.1429123
5268149596.0,-8.6005585,41.1569555
3992982895.0,-8.6093182,41.146757
3992982896.0,-8.609307,41.1466543
1771990365.0,-8.6097218,41.1408406
4559181419.0,-8.6043416,41.1426875
2939688589.0,-8.6069045,41.1523114
2939688592.0,-8.6064105,41.1525078
2939688593.0,-8.6068534,41.1524122
4529952461.0,-8.6071739,41.1499665
4529952462.0,-8.6072979,41.1501604
4529952463.0,-8.6073278,41.1500855
4529952464.0,-8.6076889,41.1501696
4529952465.0,-8.6077449,41.1503378
4529952466.0,-8.6077079,41.1503294
4529952467.0,-8.6076658,41.1503191
4529952468.0,-8.607156,41.1502081
4529952469.0,-8.6071279,41.1501986
4529952470.0,-8.6070695,41.150182
4529952471.0,-8.6070319,41.1500962
4529952472.0,-8.6070505,41.15004
4529952473.0,-8.6064486,41.1498562
4529952474.0,-8.6064171,41.149847
4529952475.0,-8.6063803,41.149837
4529952477.0,-8.6058734,41.1498051
4529952481.0,-8.6078832,41.1488544
4529952482.0,-8.6077669,41.1488194
4529952483.0,-8.6077497,41.1487278
4529952484.0,-8.6077623,41.1487056
4529952485.0,-8.6079793,41.1488156
4529952486.0,-8.6079898,41.148795
4529952487.0,-8.608,41.1487758
4529952488.0,-8.6079234,41.1487152
3697678116.0,-8.6040151,41.1477099
3151894354.0,-8.6164061,41.1579351
475568036.0,-8.6193322,41.1424088
4996732855.0,-8.614591,41.1417712
475404275.0,-8.6081468,41.1526881
475404277.0,-8.6084543,41.1527479
5849847797.0,-8.6077167,41.1423938
5849847800.0,-8.6084164,41.142427
5849847818.0,-8.6095399,41.1408427
4097873932.0,-8.6083804,41.1467478
4097873936.0,-8.6083561,41.1467856
5849847834.0,-8.6075396,41.1448724
5849847839.0,-8.6071284,41.1450105
5849847847.0,-8.6044808,41.1460914
3695777926.0,-8.6067121,41.1519588
3695777927.0,-8.6063226,41.1506531
4559346931.0,-8.6038188,41.1423423
2257492183.0,-8.6201407,41.1441154
2379389153.0,-8.6151226,41.1473102
2383452386.0,-8.6155934,41.1485336
501225708.0,-8.6077617,41.1540216
2585565426.0,-8.6014812,41.1445202
137959671.0,-8.6015512,41.1472277
6509402364.0,-8.5992225,41.1495885
6509402365.0,-8.5996515,41.1499509
501225739.0,-8.6053339,41.1557283
2413467921.0,-8.6177556,41.1489942
2413467923.0,-8.618179,41.1490215
501225754.0,-8.605885,41.1552272
501225766.0,-8.6066392,41.1553064
501225787.0,-8.6059945,41.1569711
475568452.0,-8.6200047,41.1425597
501225800.0,-8.6069659,41.1553479
501225807.0,-8.6068318,41.156237
501225811.0,-8.606793,41.1565068
501225889.0,-8.6046039,41.1566451
2308839857.0,-8.6019385,41.1471305
4554496470.0,-8.6101268,41.1424087
138222054.0,-8.6133578,41.1453089
475568688.0,-8.6201203,41.1456564
2250873416.0,-8.617925,41.1560535
137992808.0,-8.6091622,41.1573499
475568776.0,-8.6194073,41.1460583
2211191456.0,-8.6159503,41.143303
2209225417.0,-8.6124161,41.1457284
2209225419.0,-8.6124411,41.1459721
4529953489.0,-8.6078921,41.1487047
4529953490.0,-8.6071008,41.1486308
4529953492.0,-8.6072003,41.1485636
2213321429.0,-8.6174467,41.1429945
4529953493.0,-8.6072102,41.1485462
4529953495.0,-8.603904,41.1477326
4529953491.0,-8.6070125,41.1486077
4529953497.0,-8.6040349,41.1476426
4529953498.0,-8.6039531,41.1475899
4529953499.0,-8.6039245,41.1475839
4529953500.0,-8.6038841,41.1475744
4529953501.0,-8.6027245,41.1473482
4529953496.0,-8.6040276,41.1476641
4529953503.0,-8.6027452,41.147302
4529953502.0,-8.6027374,41.1473202
3698039529.0,-8.6028556,41.1481241
2213321452.0,-8.6174181,41.143444
2213321456.0,-8.6173928,41.1434259
3698039528.0,-8.6031859,41.148061
4529953522.0,-8.6042629,41.1463507
4529953526.0,-8.604355,41.1464664
2213321463.0,-8.6177779,41.1431662
4529953527.0,-8.6043408,41.1464963
4529953528.0,-8.6043274,41.1465255
4529953530.0,-8.6037263,41.1465596
4529953531.0,-8.603713,41.1465327
4529953529.0,-8.6038271,41.1465984
4529953532.0,-8.6056158,41.1467928
4529953533.0,-8.605625,41.1467597
4529953534.0,-8.6056337,41.1467334
4529953535.0,-8.6069021,41.1470737
4529953537.0,-8.6069096,41.1470471
4529953539.0,-8.6087574,41.1472948
4529953540.0,-8.6086736,41.147278
4529953541.0,-8.6089888,41.1469101
4529953542.0,-8.6089052,41.1468776
4529953546.0,-8.610181,41.1461254
4529953547.0,-8.6101805,41.1461003
4529953543.0,-8.6097309,41.1465579
4529953545.0,-8.6102393,41.146217
4529953554.0,-8.6117955,41.146067
3092618005.0,-8.6086933,41.147333
2213321498.0,-8.6176403,41.1431129
4529953556.0,-8.6124473,41.1460073
4529953559.0,-8.6133897,41.145917
4529953570.0,-8.6183471,41.1447895
4529953571.0,-8.618313,41.1447898
4529953572.0,-8.6182222,41.1447006
4529953564.0,-8.6139595,41.1459815
4529953565.0,-8.6140898,41.1460821
4529953566.0,-8.6141141,41.1460861
4529953574.0,-8.6174159,41.1445092
4529953573.0,-8.6182295,41.1446629
3140361003.0,-8.6174921,41.1576574
475405130.0,-8.6066595,41.1518213
475405131.0,-8.6069718,41.1512397
475405136.0,-8.6071817,41.1516049
4927116730.0,-8.6021387,41.1426977
2301107045.0,-8.601516,41.1454251
2335873922.0,-8.6087335,41.1476018
3151895466.0,-8.616088,41.158005
513920936.0,-8.601595,41.158092
4526972104.0,-8.6116538,41.1462706
513920937.0,-8.59892,41.1575282
4526972107.0,-8.6112184,41.1462075
4526972108.0,-8.6113268,41.1467743
4526972109.0,-8.6113209,41.1467998
4526972112.0,-8.6112949,41.1469334
4526972113.0,-8.6112917,41.146949
4526972114.0,-8.6110075,41.1477471
4526972115.0,-8.6111212,41.1478328
4526972116.0,-8.6111125,41.1478666
4526972119.0,-8.6113244,41.1480198
2939690202.0,-8.606605,41.152455
4526972120.0,-8.6085463,41.1474831
2939690205.0,-8.6068608,41.1525351
4526972121.0,-8.6086005,41.1474952
4526972123.0,-8.6112537,41.1490984
4526972124.0,-8.6111368,41.1490979
4526972125.0,-8.611017,41.1493044
4526972126.0,-8.6106246,41.1492608
4526972129.0,-8.6104866,41.1489972
4526972130.0,-8.6103107,41.149095
4526972131.0,-8.61109,41.1499649
4526972132.0,-8.6111813,41.1500072
4526972133.0,-8.610304,41.1498924
4526972134.0,-8.61017,41.1499154
4526972135.0,-8.6101518,41.1507899
4526972136.0,-8.6100545,41.150741
4526972137.0,-8.6099644,41.1507352
4526972138.0,-8.6107923,41.1504375
4526972139.0,-8.609615,41.1513927
4526972140.0,-8.6095151,41.1513456
4526972141.0,-8.6099902,41.1518558
4526972142.0,-8.6099482,41.1519165
4526972143.0,-8.6098824,41.1519473
4526972144.0,-8.610294,41.1519081
4526972145.0,-8.6100523,41.1519432
4526972146.0,-8.6113989,41.1493328
4526972147.0,-8.6113769,41.1492882
4526972148.0,-8.6131653,41.1483109
4526972149.0,-8.6131698,41.1482805
4526972150.0,-8.6129897,41.1483344
4526972151.0,-8.6129504,41.1483344
4526972152.0,-8.6145848,41.1477973
4526972153.0,-8.6145526,41.1477861
4526972154.0,-8.614521,41.1477729
4526972155.0,-8.6149228,41.1473441
4526972156.0,-8.6148959,41.1473299
4526972157.0,-8.6148644,41.1473162
4526972158.0,-8.6151332,41.1471023
4526972159.0,-8.615232,41.1472404
4526972161.0,-8.615935,41.1472954
2383617325.0,-8.6157211,41.1473144
4554366262.0,-8.6119111,41.1407743
2204179799.0,-8.6092953,41.1442086
2383617372.0,-8.615328,41.1472555
4562460033.0,-8.6029762,41.142653
4552662441.0,-8.6108608,41.1436443
25632223.0,-8.616886,41.1501886
25632224.0,-8.6177711,41.1500662
25632225.0,-8.6176031,41.1515875
25632226.0,-8.6210612,41.1507186
25632227.0,-8.6212767,41.1516791
25632230.0,-8.6208752,41.1496431
2204179952.0,-8.6078862,41.1443105
2204179963.0,-8.6081318,41.146936
25632278.0,-8.6180312,41.1524873
25632279.0,-8.6179199,41.1522366
25632284.0,-8.6188807,41.1551988
25632285.0,-8.6133083,41.1541642
25632292.0,-8.6135935,41.1528719
25632293.0,-8.6132505,41.1537434
25632361.0,-8.6207549,41.1526088
25632362.0,-8.6226637,41.1477709
25632363.0,-8.6203514,41.1474495
2377948780.0,-8.6037436,41.1466032
25632366.0,-8.6138497,41.1516693
25632367.0,-8.6149639,41.1491595
25632368.0,-8.615614,41.1485895
25632371.0,-8.6202036,41.1476258
25632375.0,-8.6100176,41.1551969
25632376.0,-8.6101425,41.1518487
2377948792.0,-8.6037648,41.146612
25632398.0,-8.6067378,41.1509254
25632399.0,-8.6073894,41.1511073
25632400.0,-8.6077498,41.1502271
25632401.0,-8.6089109,41.1504849
25632402.0,-8.6094208,41.1501627
25632409.0,-8.605782,41.1497835
25632410.0,-8.6053649,41.1509574
25632411.0,-8.6042501,41.1509449
25632412.0,-8.6041093,41.1493955
25632414.0,-8.6050347,41.1518517
25632419.0,-8.6099839,41.1508997
25632422.0,-8.6104496,41.1491992
25632423.0,-8.6022297,41.1510098
25632424.0,-8.6036864,41.1509525
25632425.0,-8.6035241,41.1532611
25632426.0,-8.6024055,41.1532765
25632427.0,-8.6007815,41.1532733
25632428.0,-8.6011373,41.1510477
25632429.0,-8.600131,41.1510849
25632432.0,-8.6020829,41.1489819
25632433.0,-8.6031713,41.1491982
25632438.0,-8.6019049,41.148952
25632446.0,-8.6047458,41.1536304
25632447.0,-8.6046934,41.1548151
25632449.0,-8.6030065,41.1545668
25632450.0,-8.605549,41.1551062
25632454.0,-8.6062294,41.1535512
25632463.0,-8.6026294,41.155553
4559380170.0,-8.6036407,41.1425374
25632466.0,-8.599692,41.1532888
25632521.0,-8.5994778,41.1545295
138223440.0,-8.6135865,41.1452361
2246123398.0,-8.61317,41.1482409
137961403.0,-8.6001212,41.1477073
1143316537.0,-8.5989075,41.1534507
7134978138.0,-8.6178122,41.1446989
7134978139.0,-8.6175776,41.1449185
7134978141.0,-8.6178855,41.1447562
7134978142.0,-8.617596,41.1447361
7134978143.0,-8.6173308,41.1447316
7134978144.0,-8.6175484,41.1447045
7134978160.0,-8.6183244,41.1456562
7134978169.0,-8.6179602,41.1451938
7134978170.0,-8.6181366,41.1451682
7134978173.0,-8.6182028,41.1451585
7134978174.0,-8.6182654,41.1451485
3695911150.0,-8.6061311,41.1498658
3387597048.0,-8.6152285,41.1408037
3387597051.0,-8.6146916,41.1410021
2489426170.0,-8.6206096,41.1444362
3387597060.0,-8.6061068,41.1430844
2489426183.0,-8.6203898,41.1444274
3387597070.0,-8.6131694,41.1434927
3387597072.0,-8.6080864,41.1436297
3387597068.0,-8.6086671,41.1434078
3387597073.0,-8.6079178,41.1436863
3387597076.0,-8.6079074,41.1438209
2489426196.0,-8.6201134,41.1444162
3387597091.0,-8.6075748,41.1442157
3442647353.0,-8.6131551,41.1480043
137994581.0,-8.6081097,41.1574918
137994583.0,-8.6113301,41.1572106
4559346917.0,-8.6040558,41.1424359
4488733043.0,-8.6063181,41.1563774
4488733044.0,-8.6060293,41.1562829
4488733046.0,-8.6083039,41.1560573
4488733048.0,-8.6083608,41.1563741
4488733049.0,-8.6087191,41.1556228
4488733050.0,-8.6086631,41.1557251
4488733076.0,-8.6018935,41.1560506
137994655.0,-8.6066794,41.1583675
7421174189.0,-8.6057442,41.1447537
7421174192.0,-8.6059717,41.1443794
2904498647.0,-8.6095356,41.151399
2904498649.0,-8.6093734,41.1512074
6551282170.0,-8.6155006,41.1450885
1279795709.0,-8.6154679,41.142773
475406849.0,-8.6112468,41.1497737
475406853.0,-8.6102157,41.1496493
3695780373.0,-8.6067037,41.1517413
3695780374.0,-8.6066043,41.1516725
1548165654.0,-8.609133,41.1432109
1548165659.0,-8.6093482,41.1428425
7137534499.0,-8.6109271,41.1431095
7137534508.0,-8.610589,41.1436894
6489186862.0,-8.6019377,41.1555112
7137534524.0,-8.6106552,41.1439731
7137534525.0,-8.6105677,41.1439865
7137534526.0,-8.6108898,41.1439371
343646796.0,-8.617168,41.1506802
343646798.0,-8.615371,41.1513657
343646799.0,-8.6165772,41.1495588
343646800.0,-8.6164438,41.1492893
343646801.0,-8.6175418,41.149172
3690635855.0,-8.60882,41.150619
1548165843.0,-8.60316,41.1421469
2246222549.0,-8.6140516,41.1477221
2397184730.0,-8.6138295,41.1569202
137896681.0,-8.6052499,41.1456628
1548165860.0,-8.603993,41.14252
137896691.0,-8.6003403,41.1458134
1548165875.0,-8.6033282,41.1421555
137896693.0,-8.5991583,41.1458777
4753766320.0,-8.5990275,41.1497148
1548165901.0,-8.6004758,41.1427989
3387925269.0,-8.601646,41.1431696
1143317277.0,-8.6114313,41.1417564
314549177.0,-8.6169171,41.1448273
1143317472.0,-8.6103874,41.143401
3387597842.0,-8.6203007,41.146958
1143317532.0,-8.6000938,41.1540993
3387597853.0,-8.6045604,41.1492951
2934481960.0,-8.6076623,41.1502474
475571267.0,-8.6213298,41.1438241
2256217208.0,-8.6122635,41.1425088
2256217209.0,-8.612322,41.1426444
2205918391.0,-8.6126223,41.1424259
2205918409.0,-8.6132033,41.1424692
2205918477.0,-8.6126963,41.1424289
1143317790.0,-8.6111252,41.1415339
2366154016.0,-8.6095185,41.1494714
2366154037.0,-8.6096216,41.1493985
4199163206.0,-8.6192321,41.1446127
138225028.0,-8.6123569,41.1445963
3392939428.0,-8.6096778,41.1428113
3392939433.0,-8.6072865,41.1456785
3392939434.0,-8.6020242,41.147148
3392939436.0,-8.6080461,41.1472652
1277601207.0,-8.6100138,41.1408932
3392939454.0,-8.6094084,41.1482201
1143317949.0,-8.6184979,41.1568052
3392939455.0,-8.6079991,41.1485024
3392939459.0,-8.6081896,41.1488477
3392939460.0,-8.6084542,41.1489249
137831884.0,-8.6182871,41.1484675
3392939470.0,-8.6094343,41.1501003
137831888.0,-8.6180951,41.1480088
137831894.0,-8.6170345,41.1472553
137831895.0,-8.6164088,41.1471765
3392939480.0,-8.6096425,41.1506648
3392939485.0,-8.6085106,41.1510886
4554401287.0,-8.612753,41.1405767
4554401286.0,-8.6114386,41.1408086
4554401289.0,-8.6127221,41.1405651
4554401288.0,-8.6114212,41.1407303
4554401294.0,-8.6127557,41.1405446
2258183701.0,-8.6220991,41.144169
2725095084.0,-8.6150363,41.1513207
2725095088.0,-8.6150444,41.1512302
